"iri","title"
"https://data.gov.cz/zdroj/datové-sady/https---dataor.justice.cz-api-3-action-package_show-id-ustav-actual-usti_nad_labem-2015","Ústav - Platný (Ústí nad Labem - 2015)"
"https://data.gov.cz/zdroj/datové-sady/http---vdb.czso.cz-pll-eweb-package_show-id-cis109vaz44","Vazba mezi číselníky ČSÚ: OKRES_LAU (kód 109) - CISMC (kód 44)"
