https://data.gov.cz/zdroj/datové-sady/https---dataor.justice.cz-api-3-action-package_show-id-ustav-actual-usti_nad_labem-2015,Ústav - Platný (Ústí nad Labem - 2015),"Datová sada poskytuje povinné a volitelné údaje odpovídající typu právní formy Ústav navázané na Platný výpis pro rok 2015 dle přislušejícího soudu - Ústí nad Labem. Povinnými údaji pro tento typ právní formy je spisová značka, právní forma, název, identifikační číslo, sídlo, statutární orgán - ředitel, počet členů statutárního orgánu, způsob jednání, správní rada, počet členů správní rady, základní kapitál. Volitelnými údaji jsou předmět činnosti, předmět podnikání, dozorčí rada, člen dozorčí rady, zastoupení právnické osoby v dozorčí radě, počet členů dozorčí rady, společný text ke všem členům dozorčí rady, revizor, zastoupení právnické osoby revizor, ostatní skutečnosti, člen správní rady, zastoupení právnické osoby ve správní radě způsob jednání správní rady, zakladatelé, společný text ke všem zakladatelům, likvidátoři, společný text ke všem likvidátorům, údaje o insolvenci, právní důvod výmazu, údaj o podřízení zákonu, údaje o exekuci."
https://data.gov.cz/zdroj/datové-sady/http---vdb.czso.cz-pll-eweb-package_show-id-cis109vaz44,Vazba mezi číselníky ČSÚ: OKRES_LAU (kód 109) - CISMC (kód 44),"Vazba mezi číselníky ČSÚ: Číselník okresů - Městský obvod, městská část"
